Source Name	Characteristics[organism]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Label	Protocol REF	Assay Name	Technology Type	Array Design REF	Term Source REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[cell_line]
J132_EPB11P7_ONS-76_CNS_909248	Homo sapiens	ONS-76	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB11P7_ONS-76_CNS_909248	P-MTAB-44937	J132_EPB11P7_ONS-76_CNS_909248:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_B11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_B11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	ONS-76
J132_EPB11P8_NCI-H196_Lung_1240186	Homo sapiens	NCI-H196	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB11P8_NCI-H196_Lung_1240186	P-MTAB-44937	J132_EPB11P8_NCI-H196_Lung_1240186:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_B11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_B11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	NCI-H196
J132_EPB11P9_SK-GT-2_Esophagus_1503364	Homo sapiens	SK-GT-2	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB11P9_SK-GT-2_Esophagus_1503364	P-MTAB-44937	J132_EPB11P9_SK-GT-2_Esophagus_1503364:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_B11	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_B11.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	SK-GT-2
J132_EPB12P1_786-o_Kidney_905947	Homo sapiens	786-o	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB12P1_786-o_Kidney_905947	P-MTAB-44937	J132_EPB12P1_786-o_Kidney_905947:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_B12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_B12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	786-o
J132_EPB12P2_EM-2_Blood_906855	Homo sapiens	EM-2	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB12P2_EM-2_Blood_906855	P-MTAB-44937	J132_EPB12P2_EM-2_Blood_906855:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_B12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_B12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	EM-2
J132_EPB12P3_HCC2998_Intestine_905971	Homo sapiens	HCC2998	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB12P3_HCC2998_Intestine_905971	P-MTAB-44937	J132_EPB12P3_HCC2998_Intestine_905971:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_B12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_B12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	HCC2998
J132_EPB12P5_SK-N-FI_Brain_688087	Homo sapiens	SK-N-FI	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB12P5_SK-N-FI_Brain_688087	P-MTAB-44937	J132_EPB12P5_SK-N-FI_Brain_688087:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_B12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_B12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	SK-N-FI
J132_EPB12P6_JHH-4_Liver_1240158	Homo sapiens	JHH-4	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB12P6_JHH-4_Liver_1240158	P-MTAB-44937	J132_EPB12P6_JHH-4_Liver_1240158:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_B12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_B12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	JHH-4
J132_EPB12P7_OVISE_Ovary_1240198	Homo sapiens	OVISE	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB12P7_OVISE_Ovary_1240198	P-MTAB-44937	J132_EPB12P7_OVISE_Ovary_1240198:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_B12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_B12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	OVISE
J132_EPB12P8_SCH_Stomach_909711	Homo sapiens	SCH	cell	P-MTAB-44941	P-MTAB-44940	J132_EPB12P8_SCH_Stomach_909711	P-MTAB-44937	J132_EPB12P8_SCH_Stomach_909711:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_B12	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_B12.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	SCH
J132_EPC01P10_TC-YIK_Cervix_946357	Homo sapiens	TC-YIK	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P10_TC-YIK_Cervix_946357	P-MTAB-44937	J132_EPC01P10_TC-YIK_Cervix_946357:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	TC-YIK
J132_EPC01P1_HeLa_Cervix_1298134	Homo sapiens	HeLa	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P1_HeLa_Cervix_1298134	P-MTAB-44937	J132_EPC01P1_HeLa_Cervix_1298134:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	HeLa
J132_EPC01P2_42-MG-BA_Brain_687561	Homo sapiens	42-MG-BA	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P2_42-MG-BA_Brain_687561	P-MTAB-44937	J132_EPC01P2_42-MG-BA_Brain_687561:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	42-MG-BA
J132_EPC01P3_EFO-21_Ovary_911905	Homo sapiens	EFO-21	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P3_EFO-21_Ovary_911905	P-MTAB-44937	J132_EPC01P3_EFO-21_Ovary_911905:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	EFO-21
J132_EPC01P4_KYSE-270_Esophagus_907319	Homo sapiens	KYSE-270	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P4_KYSE-270_Esophagus_907319	P-MTAB-44937	J132_EPC01P4_KYSE-270_Esophagus_907319:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	KYSE-270
J132_EPC01P5_MV-4-11_Blood_908156	Homo sapiens	MV-4-11	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P5_MV-4-11_Blood_908156	P-MTAB-44937	J132_EPC01P5_MV-4-11_Blood_908156:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	MV-4-11
J132_EPC01P6_MDA-MB-361_Breast_908121	Homo sapiens	MDA-MB-361	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P6_MDA-MB-361_Breast_908121	P-MTAB-44937	J132_EPC01P6_MDA-MB-361_Breast_908121:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	MDA-MB-361
J132_EPC01P8_NCI-H1838_Lung:NSCLC_687807	Homo sapiens	NCI-H1838	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P8_NCI-H1838_Lung:NSCLC_687807	P-MTAB-44937	J132_EPC01P8_NCI-H1838_Lung:NSCLC_687807:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	NCI-H1838
J132_EPC01P9_SW756_cervix_724839	Homo sapiens	SW756	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC01P9_SW756_cervix_724839	P-MTAB-44937	J132_EPC01P9_SW756_cervix_724839:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_C01	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_C01.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	SW756
J132_EPC02P10_SNU-283_large_intestine_1659929	Homo sapiens	SNU-283	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P10_SNU-283_large_intestine_1659929	P-MTAB-44937	J132_EPC02P10_SNU-283_large_intestine_1659929:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	SNU-283
J132_EPC02P1_HMV-II_Skin_907058	Homo sapiens	HMV-II	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P1_HMV-II_Skin_907058	P-MTAB-44937	J132_EPC02P1_HMV-II_Skin_907058:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	HMV-II
J132_EPC02P2_A375_Skin_906793	Homo sapiens	A375	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P2_A375_Skin_906793	P-MTAB-44937	J132_EPC02P2_A375_Skin_906793:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	A375
J132_EPC02P3_451Lu_Skin_1287706	Homo sapiens	451Lu	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P3_451Lu_Skin_1287706	P-MTAB-44937	J132_EPC02P3_451Lu_Skin_1287706:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	451Lu
J132_EPC02P4_KYSE-410_Esophagus_753574	Homo sapiens	KYSE-410	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P4_KYSE-410_Esophagus_753574	P-MTAB-44937	J132_EPC02P4_KYSE-410_Esophagus_753574:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	KYSE-410
J132_EPC02P5_MZ1-PC_Pancreas_753595	Homo sapiens	MZ1-PC	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P5_MZ1-PC_Pancreas_753595	P-MTAB-44937	J132_EPC02P5_MZ1-PC_Pancreas_753595:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	MZ1-PC
J132_EPC02P6_SH-4_Skin_909713	Homo sapiens	SH-4	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P6_SH-4_Skin_909713	P-MTAB-44937	J132_EPC02P6_SH-4_Skin_909713:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	SH-4
J132_EPC02P7_RC-K8_Blood_1330995	Homo sapiens	RC-K8	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P7_RC-K8_Blood_1330995	P-MTAB-44937	J132_EPC02P7_RC-K8_Blood_1330995:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	RC-K8
J132_EPC02P8_NCI-H2023_Lung_1240187	Homo sapiens	NCI-H2023	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P8_NCI-H2023_Lung_1240187	P-MTAB-44937	J132_EPC02P8_NCI-H2023_Lung_1240187:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	NCI-H2023
J132_EPC02P9_NUGC-4_Stomach_1298357	Homo sapiens	NUGC-4	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC02P9_NUGC-4_Stomach_1298357	P-MTAB-44937	J132_EPC02P9_NUGC-4_Stomach_1298357:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_C02	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_C02.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	NUGC-4
J132_EPC03P10_A3-KAW_Blood_910935	Homo sapiens	A3-KAW	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P10_A3-KAW_Blood_910935	P-MTAB-44937	J132_EPC03P10_A3-KAW_Blood_910935:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	A3-KAW
J132_EPC03P1_H2818_Lung_1290814	Homo sapiens	H2818	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P1_H2818_Lung_1290814	P-MTAB-44937	J132_EPC03P1_H2818_Lung_1290814:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	H2818
J132_EPC03P2_AM-38_CNS_910933	Homo sapiens	AM-38	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P2_AM-38_CNS_910933	P-MTAB-44937	J132_EPC03P2_AM-38_CNS_910933:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip	AM-38
J132_EPC03P3_BB30-HNC_H&N_753531	Homo sapiens	BB30-HNC	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P3_BB30-HNC_H&N_753531	P-MTAB-44937	J132_EPC03P3_BB30-HNC_H&N_753531:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	BB30-HNC
J132_EPC03P4_KARPAS-231_Blood_1327774	Homo sapiens	KARPAS-231	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P4_KARPAS-231_Blood_1327774	P-MTAB-44937	J132_EPC03P4_KARPAS-231_Blood_1327774:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	KARPAS-231
J132_EPC03P5_MOLT-4_Blood_905958	Homo sapiens	MOLT-4	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P5_MOLT-4_Blood_905958	P-MTAB-44937	J132_EPC03P5_MOLT-4_Blood_905958:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	MOLT-4
J132_EPC03P6_SUIT-2_Pancreas_1240219	Homo sapiens	SUIT-2	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P6_SUIT-2_Pancreas_1240219	P-MTAB-44937	J132_EPC03P6_SUIT-2_Pancreas_1240219:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	SUIT-2
J132_EPC03P7_RL_Blood_910861	Homo sapiens	RL	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P7_RL_Blood_910861	P-MTAB-44937	J132_EPC03P7_RL_Blood_910861:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	RL
J132_EPC03P8_NCI-H211_Lung_1240189	Homo sapiens	NCI-H211	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P8_NCI-H211_Lung_1240189	P-MTAB-44937	J132_EPC03P8_NCI-H211_Lung_1240189:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	NCI-H211
J132_EPC03P9_HCC-366_Lung_1240144	Homo sapiens	HCC-366	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC03P9_HCC-366_Lung_1240144	P-MTAB-44937	J132_EPC03P9_HCC-366_Lung_1240144:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172948120113978_C03	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172948120113978_C03.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	HCC-366
J132_EPC04P10_BONNA-12_Blood_906695	Homo sapiens	BONNA-12	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P10_BONNA-12_Blood_906695	P-MTAB-44937	J132_EPC04P10_BONNA-12_Blood_906695:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994173212120213068_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994173212120213068_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	BONNA-12
J132_EPC04P1_M14_Skin_905975	Homo sapiens	M14	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P1_M14_Skin_905975	P-MTAB-44937	J132_EPC04P1_M14_Skin_905975:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994157493061613625_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994157493061613625_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	M14
J132_EPC04P2_BE2-M17_Brain_753616	Homo sapiens	BE2-M17	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P2_BE2-M17_Brain_753616	P-MTAB-44937	J132_EPC04P2_BE2-M17_Brain_753616:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513209_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513209_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	BE2-M17
J132_EPC04P3_CL-11_Intestine_1290769	Homo sapiens	CL-11	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P3_CL-11_Intestine_1290769	P-MTAB-44937	J132_EPC04P3_CL-11_Intestine_1290769:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813929_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813929_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	CL-11
J132_EPC04P4_KP-3_Pancreas_1298219	Homo sapiens	KP-3	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P4_KP-3_Pancreas_1298219	P-MTAB-44937	J132_EPC04P4_KP-3_Pancreas_1298219:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513202_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513202_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	KP-3
J132_EPC04P5_UACC-893_Breast_909778	Homo sapiens	UACC-893	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P5_UACC-893_Breast_909778	P-MTAB-44937	J132_EPC04P5_UACC-893_Breast_909778:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513207_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513207_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	UACC-893
J132_EPC04P6_SK-NEP-1_Kidney_909730	Homo sapiens	SK-NEP-1	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P6_SK-NEP-1_Kidney_909730	P-MTAB-44937	J132_EPC04P6_SK-NEP-1_Kidney_909730:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813928_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813928_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	SK-NEP-1
J132_EPC04P7_RT-112_Bladder_909704	Homo sapiens	RT-112	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P7_RT-112_Bladder_909704	P-MTAB-44937	J132_EPC04P7_RT-112_Bladder_909704:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994158987071513201_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994158987071513201_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	RT-112
J132_EPC04P8_NCI-H650_Lung:NSCLC_722066	Homo sapiens	NCI-H650	cell	P-MTAB-44941	P-MTAB-44940	J132_EPC04P8_NCI-H650_Lung:NSCLC_722066	P-MTAB-44937	J132_EPC04P8_NCI-H650_Lung:NSCLC_722066:Biotin labeled streptavidin	Biotin labeled streptavidin	P-MTAB-44938	5500994172383112813930_C04	array assay	A-GEOD-13667	ArrayExpress	P-MTAB-44939	5500994172383112813930_C04.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip	NCI-H650
